scope,seq,group,source_folder,ordinal,member,neutral_file,top,path,status,result,verification_mode,notes
offset60_65_ordinals61_70,2,1,one_shot_percussive_sounds/1,67,one_shot_percussive_sounds/1/13886.wav,/mnt/data/perc_10pct_run/neutral_extract/g01/neutral_g01_00067.wav,Drums,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,strong_consensus,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,7,2,one_shot_percussive_sounds/2,67,one_shot_percussive_sounds/2/102781.wav,/mnt/data/perc_10pct_run/neutral_extract/g02/neutral_g02_00067.wav,Drums,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,placement_depth_broad_bucket,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,12,3,one_shot_percussive_sounds/3,67,one_shot_percussive_sounds/3/143506.wav,/mnt/data/perc_10pct_run/neutral_extract/g03/neutral_g03_00067.wav,Drums,Drums/Snares/Generic Snare/One Shots,final_measured_drum_one_shot_invariant,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,17,4,one_shot_percussive_sounds/4,67,one_shot_percussive_sounds/4/203212.wav,/mnt/data/perc_10pct_run/neutral_extract/g04/neutral_g04_00067.wav,Drums,Drums/Percussion/Generic Percussion/One Shots,final_protected_percussive_parent_release,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,22,5,one_shot_percussive_sounds/5,67,one_shot_percussive_sounds/5/431635.wav,/mnt/data/perc_10pct_run/neutral_extract/g05/neutral_g05_00067.wav,Drums,Drums/Kick Drums/Generic Kick/One Shots,final_measured_kick_one_shot_invariant,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,3,1,one_shot_percussive_sounds/1,68,one_shot_percussive_sounds/1/13887.wav,/mnt/data/perc_10pct_run/neutral_extract/g01/neutral_g01_00068.wav,Drums,Drums/Kick Drums/Generic Kick/One Shots,final_measured_kick_one_shot_invariant,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,8,2,one_shot_percussive_sounds/2,68,one_shot_percussive_sounds/2/102784.wav,/mnt/data/perc_10pct_run/neutral_extract/g02/neutral_g02_00068.wav,Drums,Drums/Kick Drums/Generic Kick/One Shots,final_measured_kick_one_shot_invariant,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,13,3,one_shot_percussive_sounds/3,68,one_shot_percussive_sounds/3/143507.wav,/mnt/data/perc_10pct_run/neutral_extract/g03/neutral_g03_00068.wav,Drums,Drums/Rims and Sticks/Rimshot/One Shots,final_measured_drum_one_shot_invariant,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,18,4,one_shot_percussive_sounds/4,68,one_shot_percussive_sounds/4/203214.wav,/mnt/data/perc_10pct_run/neutral_extract/g04/neutral_g04_00068.wav,Drums,Drums/Cymbals/Generic Cymbal/One Shots,strong_consensus,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,23,5,one_shot_percussive_sounds/5,68,one_shot_percussive_sounds/5/431636.wav,/mnt/data/perc_10pct_run/neutral_extract/g05/neutral_g05_00068.wav,Drums,Drums/World Percussion/Indian Percussion/Tabla/One Shots,percussive_one_shot_parent_firewall,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,4,1,one_shot_percussive_sounds/1,69,one_shot_percussive_sounds/1/13888.wav,/mnt/data/perc_10pct_run/neutral_extract/g01/neutral_g01_00069.wav,Drums,Drums/Toms/Generic Tom/One Shots,percussive_one_shot_parent_firewall,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,9,2,one_shot_percussive_sounds/2,69,one_shot_percussive_sounds/2/102785.wav,/mnt/data/perc_10pct_run/neutral_extract/g02/neutral_g02_00069.wav,Drums,Drums/Kick Drums/Generic Kick/One Shots,final_measured_kick_one_shot_invariant,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,14,3,one_shot_percussive_sounds/3,69,one_shot_percussive_sounds/3/143508.wav,/mnt/data/perc_10pct_run/neutral_extract/g03/neutral_g03_00069.wav,Drums,Drums/Rims and Sticks/Rimshot/One Shots,strong_consensus,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,19,4,one_shot_percussive_sounds/4,69,one_shot_percussive_sounds/4/203215.wav,/mnt/data/perc_10pct_run/neutral_extract/g04/neutral_g04_00069.wav,Drums,Drums/Snares/Acoustic Snare/One Shots,final_measured_drum_one_shot_invariant,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,24,5,one_shot_percussive_sounds/5,69,one_shot_percussive_sounds/5/432889.wav,/mnt/data/perc_10pct_run/neutral_extract/g05/neutral_g05_00069.wav,Drums,Drums/Kick Drums/Generic Kick/One Shots,final_measured_kick_one_shot_invariant,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,5,1,one_shot_percussive_sounds/1,70,one_shot_percussive_sounds/1/13889.wav,/mnt/data/perc_10pct_run/neutral_extract/g01/neutral_g01_00070.wav,Drums,Drums/Kick Drums/Generic Kick/One Shots,final_measured_kick_one_shot_invariant,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,10,2,one_shot_percussive_sounds/2,70,one_shot_percussive_sounds/2/102787.wav,/mnt/data/perc_10pct_run/neutral_extract/g02/neutral_g02_00070.wav,Drums,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,final_protected_percussive_parent_release,PASS,slice_csv_or_direct_current_patch,fixed_rerun_after_v31166_patch
offset60_65_ordinals61_70,15,3,one_shot_percussive_sounds/3,70,one_shot_percussive_sounds/3/143509.wav,/mnt/data/perc_10pct_run/neutral_extract/g03/neutral_g03_00070.wav,Drums,Drums/Rims and Sticks/Sidestick/One Shots,final_measured_drum_one_shot_invariant,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,20,4,one_shot_percussive_sounds/4,70,one_shot_percussive_sounds/4/203220.wav,/mnt/data/perc_10pct_run/neutral_extract/g04/neutral_g04_00070.wav,Drums,Drums/Kick Drums/Generic Kick/One Shots,final_measured_kick_one_shot_invariant,PASS,slice_csv_or_direct_current_patch,
offset60_65_ordinals61_70,25,5,one_shot_percussive_sounds/5,70,one_shot_percussive_sounds/5/433680.wav,/mnt/data/perc_10pct_run/neutral_extract/g05/neutral_g05_00070.wav,Drums,Drums/Kick Drums/Generic Kick/One Shots,profile_candidate_kick_claim,PASS,slice_csv_or_direct_current_patch,
