file_sha256,decoded_audio_sha256,normalized_audio_sha256,duplicate_group_id,label,source_kind
9ec761f4cec161691364c07e923117a36418752f0d0e65e7c1596ebc0857d5eb,2d0102a5957530552453a2aee67169e8f4511cfcb4f2b95d8efe24d59ac8af65,99450e9ab1f7d95724ec2846a336331501c64ad8a86140c3a9210c4d39000657,audio_group_71c5e7fb5eb0d551180d,Instruments/Keys/Piano/Loops,locked_human_seed
b8e822e1111430f0b29e6563beda148d530b7e26d3f429ea1f831f260bdb1846,fb56b66ec2b75185df7beb06e81173f729ad9ca7ed62a8b9e8590f82338eb2a1,e951d8103dd80ff861ada7fe1a17b774ccab1db4c61c5e169a2306dd3b2724a7,audio_group_7eb985204db4b5fc46d7,Instruments/Bass/Electric Bass/Loops,locked_human_seed
c84daa17b6fdac4d3686755ef2d7072960d521e23f068f963f953b3937d92772,139bdbe26835cba20ab18ceb2d07e0cf1f16a61a8bf7706ff9787a7c6a395717,1ae0cf8327e522d8475ddfa43095064758eca767c08c1ce680c38ce88f9038a0,audio_group_97cd4134043898eee1d4,Instruments/Woodwinds/Saxophone/Loops,locked_human_seed
5e7fee00434434828580814de34904213b845a2f06413a2fb4f196c5616f1aa5,0e3232273f3cc8ab8b70f73427ada4f535f325ccfe55c1e528243acbd105350a,8e6564ffcab30a3430f1aa7a4985dc6a9ddf81b1effe70dd2755bb59332a6b46,audio_group_9abcf36e9ae4dc55e4b3,Drums/Claps Snaps Slaps/Generic Clap/One Shots,locked_human_seed
8a0d8bf193002c78e0bc0c9f6eae38e61eca9ca26f4244548ecf2b6efd1405ba,979efd99f6c79cd64d990a8cd60f90362b9d6b31480abca226c5d8659e7bc48d,e66b941f1be523a85726753db1b36b52f836752b101c92331fc5d821f0a1a931,audio_group_9ea7d49465ba52ae0f26,Drums/Kick Drums/Generic Kick/One Shots,locked_human_seed
bc30aa657d35212d2fddad9a8fe9833246222db7c46d2cef27b8bb1963e53b7c,f0d84623eac9ad18cbeb7fb423c710a6de209e06ec07315e44adcee84f03334d,e03fb3799659e20642217f500d7db8b95700b316ac6ac41e387d18843388eca4,audio_group_9ed668ab28573ad168b1,Instruments/Guitar/Acoustic Guitar/Loops,locked_human_seed
f2988ee5af50955b6731a7f0401384ac83d93225fe377bfe5dab30c4a7285802,4023616de1f76f1e61a8c5cf1682ca3552763869c163f9cad8c2fd2bfece5762,df6521d0331105a655c900b454b0fdb866d63ed35ea403d12b65d4836a4d501e,audio_group_a0f983882d9ec08a79a6,Instruments/Synths/Synth Arp/Loops,locked_human_seed
cac63f41e1c430eb282d8abce593daf10e249f6ee3ec06f6440365989f6e4052,77c873fe821bc445242d6bf59f44e0a46dfd84db2d429862d253f136fe8c38ac,7d99585882c4c62afc5c6557d35780545327582e55658cbb045e3c434e0bef4e,audio_group_a634ae3a026ab5170713,Instruments/Plucked Strings/Koto/Loops,locked_human_seed
f1206f9cb54b169805e43c3be160293bd1e70814922efe8c5ea58867742a8a9a,bd9421dbca6f440e91057c6c72ed8be6275648c957ff66eebacffef7dac39494,03681f0cc7c327d3a67e9629e910415d515157a6a5ef39085df433fa89391ec6,audio_group_a7f41e91f4907db76f92,FX/Human and Voice FX/Altered Voice/Long FX,recent_gui_correction
251968018ff9f5bffc856ac8d2669a297c8a427eb8b8c1c3bfe79fffd9d2b2ec,a087ec802bc241b19fc0c2d1d2ffea4e43dbd340f1aa7056efd65de6b3779a77,35612b21baff4190b627df7b9848d626894da58039b9e0018a007518c15cc507,audio_group_addfcbacd5b3aab4f874,Drums/Drum Loops/Loops,locked_human_seed
3ccb8223d1942e4be2869a9ffbcbc2ab23c344564f90842183f615ac32866387,225a6275b5b2c2b2f1cf193a71c7cbc7ae792a3397f9ec88cd9fa42aeaeb4040,19af0043a2296a8840dca0c8c58f4cd1a4419fe1bdfdaab23115ed92649bcc4a,audio_group_ae42b4ad6f620005e659,Instruments/Guitar/Guitar Chords/One Shots,locked_human_seed
e7ed00a835f6816b83e56a1ae44e6a9416f631f195568f22945661ee66af8232,46a51e2691a4dd7df4f73c0d4b585d78ac08ba2e84a3b467c5632ad88ae26f4b,d4022f06aafe1c5712948535211740e4cee81a3745c4e994ad76ca3bd99a62bf,audio_group_af6538a136e88dfc7337,Instruments/Bass/Generic Bass/Loops,locked_human_seed
371e36a5bab37bcf44273f1a533175a7336068e3f473b25076a28b1e01a264c9,4410a276c4b824c1774c3a976a26c9c95b94371da584c14842d0c98e46fdcb1e,2aa67c2b90c0cd2a3e5c95dbd7470aaaa4ab012a84653a24d4357be0ba81dd15,audio_group_b7458eec5f5476249f81,Instruments/Woodwinds/Saxophone/Loops,locked_human_seed
b0c04f2574fdb6063d1574b8960f062bebfbbeb5944bb24e0a916d6873e5d924,308da27b4acec7add45c77afc4004f6cfb2c4754fe4e9d30362d5de7985b86c5,5b293143bc74c4e4d26d8bb6c37775e635fc616f6d36bc100978fec1c96efeae,audio_group_b8e4b7e20919c001f881,FX/Human and Voice FX/Spoken Voice/Long FX,recent_gui_correction
4b8830e5c88d7d252dade91a04dafa2181948183f7c6e36fa475564609098826,202a16149b054a3c88de1696ee4e393226bdd1e4446b491ab0bc2cead0b8a161,65a01f71f8f91597db7aa78aaa53f3ecbaef588a88d8544792f14e98e82e80e8,audio_group_bd79c9dd9fb18568db05,Instruments/Bass/Generic Bass/Loops,locked_human_seed
9c6d0ee918bf92a13f2c97baba4d350dab7d20d480010d9d3378f7ee6d319c10,a3cdb6e491c94617620713a11ffd163aa80dcb24472226480193a056db5b5188,79b69b1ba76b2eb562094692add927efe514a2e16d1c35336b2bd54c2b976d9d,audio_group_c321bc16fdf8d3b6e75c,Instruments/Voice/Vocal Loops/Loops,locked_human_seed
376e68c70723f184db9ce0521c9471ef89905a0b3518ce409d8a2a0f8f884b83,5a5a423e9f97fc3db2366c30c94d71434ad54fb29471c7a9aa7ac10ce8f52a20,fa7e919b1bf0896f68c744d9c34051461e23380fee3b7de0f3b69c41425ef257,audio_group_cea7e4e5576ec92d5c9e,FX/Human and Voice FX/Altered Voice/Long FX,recent_gui_correction
ea111aa9a812e481c56cf883bd52b7afea68061ea7b3265633d71f848d8c5ec2,298b068e8c54110f282f25f82f2a6a785c8b0ccc93492ef0bb5a4306727a66a0,9d55d73f9abf9646ab3e976aba6fc1c0c3eb7a7862070dcef18cb7393059c2e8,audio_group_d06d28f736423141f0d3,Instruments/Synths/Synth Lead/Loops,locked_human_seed
b97b70e06f1150e7015bb794d86a90767e135d586ce575568d74a9e62af749d8,8d0b9b4d2712de9a9335a2075bfd48c2e7ff7ee22ef28d18c20c3c8ecedabd3e,53026c01d783493807d272da76334ae87a9b3a54f57c184dbc9d2629669812b9,audio_group_dd18a1a5589251769790,Drums/Claps Snaps Slaps/Generic Clap/One Shots,locked_human_seed
fbe07e118e2426217a661dadf3e599a9e1809be41d3175c00b311d6d42ff04f5,16762db238cd2dc252233dd133f9607ec1bc52c05104e602a0bab4fba71c8084,dd365b247733b4f5a9e9fd3fc19d3a782134a2948934ccfbdfd2ccb9e75f8529,audio_group_e2b2db1fed58d619903a,Instruments/Synths/Synth Loops/Loops,locked_human_seed
6e3b080d416f6ba01978ea55656f075b42a1675fc96b38d4924df008189d7326,a18cc4be95e1ec2d75c6bcf99a82f169a9340155b27a6e51bfe23f210083532d,11ce442b60bfc1037c3690e180748deeaab5a57aeb35fecb87662d8e8a1a050b,audio_group_e2c230834622337af6dc,Instruments/Woodwinds/Saxophone/Loops,locked_human_seed
42ca658ef215bf822d2153a02827ee317c5ceeb1563c40a3482dfc0dd57e534e,c0e9175d0c6d941abf1cbcb42f634ce840132e4fcf24b771a5b3b60df759ee47,5867f374e8e06d25f7f10981b08427eccc5a7da38dc5901fdc8f349fd3274ed8,audio_group_e8efbc0d46cbd749b394,Instruments/Voice/Phrase/One Shots,locked_human_seed
8cd3190dbe732d44a9a5827a6a88ce4719eda7ae10182e1e0dc1753f48784d33,a08bd358a0f20dfea05610a7fbe36c1c2c8cc3557a2237af62e33d7e63bb9d20,8801f3dd3c87e7be34d2068d6d6e250d6bb743a83c35b6a2aa7cb920375632c5,audio_group_f192970a9084db14877f,Instruments/Keys/Keys Loops/Loops,locked_human_seed
9b0b8b945e6857935534916a6c514bac12bfe111553cdef36e1ebdc04186fcf6,fd0801b69f9fdb8f5a4ea7e92b898798e6e07da54f819352cbe22fdd557e64ab,262bf8c7a6d724b7bffacf84742e774859edd62d7d0ae8795d888df47ebe79ba,audio_group_fbe85c217be341dc9c57,FX/Structural and Transitional FX/Risers and Builds/Long Riser/Long FX,recent_gui_correction
