file_sha256,approved_label,predicted_before,predicted_after,second_after,top_similarity_after,margin_after,known_distribution_after
532c4d16eb5a886049d4fd220eac89f9b25572d32d18d87a37bc18ae55d13a04,Drums/Drum Loops/Full Drum Loops/Loops,Drums/Drum Loops/Loops,Drums/Drum Loops/Full Drum Loops/Loops,Drums/Drum Loops/Loops,0.8912124676466471,0.2238509612478592,True
76ae8c3484677cbb65cd21a7ee0fe1530e86fb99e297a6369ae424fbf08494d2,Drums/Drum Loops/Full Drum Loops/Loops,Instruments/Voice/Vocal Loops/Loops,Drums/Drum Loops/Full Drum Loops/Loops,Instruments/Voice/Vocal Loops/Loops,0.8912125198192737,0.34122725257298514,True
f3f4b4af5efc2eb406cb0be8fca5ac7a6365975e449cf2a218b0862884741a7e,Instruments/Bass/Sub Bass/Loops,Drums/Drum Loops/Loops,Instruments/Bass/Sub Bass/Loops,Instruments/Bass/808 Bass/Loops,1.0000000043860888,0.6408127809802218,True
9b5b2525e67d88c55184f478c67398aa112ea621ea755a2d5817ba700878d87e,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Spoken Voice/One Shots,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/One Shots,0.6927459170841732,0.19361956628637866,True
f8670575e67e39af2a1c69a18ff82becc893e259eff1ea6c9529e30ff77484d2,Instruments/Woodwinds/Saxophone/Loops,Instruments/Woodwinds/Saxophone/Loops,Instruments/Woodwinds/Saxophone/Loops,Instruments/Mixed Musical Loops/Multi Instrument/Loops,0.8774577386109401,0.28275173803960785,True
71b7ea4ea096ccf9cb00316c49e1a9639a1b0f671663e1fcc381f1e111a1f79f,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Spoken Voice/Long FX,0.7643613915416352,0.18388566762419245,True
0a1d13af2b461ae2270c39134529a613e81923ebd2b509d2fbdf6f68052e699c,Instruments/Synths/Synth Lead/Loops,Instruments/Synths/Synth Lead/Loops,Instruments/Synths/Synth Lead/Loops,FX/Human and Voice FX/Altered Voice/Long FX,0.9259121602355447,0.34109199643046373,True
821c6a8cad0fa8575081d81632b36a89664a58ded2c998f130359032b7beefd8,Instruments/Mixed Musical Loops/Multi Instrument/Loops,Instruments/Mixed Musical Loops/Multi Instrument/Loops,Instruments/Mixed Musical Loops/Multi Instrument/Loops,Drums/Drum Loops/Full Drum Loops/Loops,0.9295595443866029,0.31323328818696683,True
9b0b8b945e6857935534916a6c514bac12bfe111553cdef36e1ebdc04186fcf6,FX/Structural and Transitional FX/Risers and Builds/Long Riser/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Structural and Transitional FX/Risers and Builds/Long Riser/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,1.0000000551350379,0.34216386266421717,True
feda5fbc24c7df2eb1d58de302a65d7fda0c36d80d700fff55b730f888bf985b,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,Instruments/Synths/Synth Pad/Loops,0.7929095057708041,0.15597969327545957,True
