file_sha256,approved_label,predicted_before,predicted_after,second_after,top_similarity_after,margin_after,known_distribution_after
4eced252ff3c39cacea77f30e6fe8438b06b1eda30641815dd1787ec52f662ef,Drums/Rims and Sticks/Rimshot/Loops,Drums/Rims and Sticks/Sidestick/One Shots,Drums/Rims and Sticks/Rimshot/Loops,Drums/Rims and Sticks/Drum Sticks/One Shots,1.0000000939486071,0.31994043898385305,True
fc3ea8b09cb2913bd11d1ffa2b104979758fc3cbbf4260da53980031f7f8233e,Drums/Drum Loops/Full Drum Loops/Loops,Drums/Drum Loops/Loops,Drums/Drum Loops/Full Drum Loops/Loops,Drums/Drum Loops/Loops,0.8791470347127847,0.22060117991759742,True
9c2ad0eef00e2c902c95795e145b4c167ca5016c63a1c88b74c03e2fba73495a,FX/Structural and Transitional FX/Drops and Downlifters/Generic Downlifter/Long FX,Drums/Snares/Acoustic Snare/One Shots,FX/Structural and Transitional FX/Drops and Downlifters/Generic Downlifter/Long FX,FX/Structural and Transitional FX/Risers and Builds/Generic Build/Long FX,0.8091162044556063,0.1717387247689509,True
d8fa388234106ad60a09ac4a6f5cc95fb24985dca459594e0763819a911248f3,Instruments/Keys/Rhodes/Loops,Instruments/Keys/Electric Piano/Loops,Instruments/Keys/Rhodes/Loops,Instruments/Keys/Wurlitzer/Loops,0.9288603563562094,0.0974467797161831,True
5ff140d20e152b9a6fa02a226b159f13b40fd251f464f403d2d3f811f3d3011c,Instruments/Mallets and Bells/Bells and Mallets/Loops,Instruments/Mallets and Bells/Bells and Mallets/Loops,Instruments/Mallets and Bells/Bells and Mallets/Loops,Instruments/Mallets and Bells/Marimba/Loops,0.8201885436983614,0.24063451402433422,True
bce6412f84b29ec672c0c91ec7f802ae84cccae8b93939b71419a3a5db62ad11,Instruments/Guitar/Electric Guitar/Loops,Instruments/Guitar/Guitar Chords/One Shots,Instruments/Guitar/Electric Guitar/Loops,Instruments/Keys/Electric Piano/One Shots,0.9577679571813102,0.34163440687238533,True
278409137ef71543d3e8a09bcb7eed5f84ecd5f877d65c54e4f3508bd1444ebf,Instruments/Bass/808 Bass/Loops,Instruments/Bass/Generic Bass/Loops,Instruments/Bass/808 Bass/Loops,Drums/Kick Drums/Sub Kick/Loops,1.0000000425437077,0.19618660959020562,True
9a407491de40eba66005d63c9dea16f02a6c22f7b33d6d49bf9f850b6fd27a15,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Spoken Voice/One Shots,FX/Human and Voice FX/Altered Voice/Long FX,FX/Structural and Transitional FX/Risers and Builds/Long Riser/Long FX,0.759968479860466,0.1446001856241934,True
d65e68bbaaa7824ba2b5d3f6d4d42080a0c385d94adc1fb2bcd4409b500acc05,Instruments/Mixed Musical Loops/Multi Instrument/Loops,Instruments/Keys/Electric Piano/Loops,Instruments/Mixed Musical Loops/Multi Instrument/Loops,Instruments/Keys/Electric Piano/Loops,0.9041532268409457,0.272257994203041,True
14195063568daaebab10e29639630793d41ecf487ee6d3d222d407aa20bbdb33,Drums/Kick Drums/Sub Kick/Loops,Instruments/Bass/Generic Bass/Loops,Drums/Kick Drums/Sub Kick/Loops,Instruments/Bass/808 Bass/Loops,0.999999980666642,0.19618654771313992,True
6010d2b54c5dfb5e1d091990326db2ff81c798ffd94ea8cf88fe75566a616d80,FX/Human and Voice FX/Spoken Voice/Long FX,FX/Human and Voice FX/Spoken Voice/Long FX,FX/Human and Voice FX/Spoken Voice/Long FX,FX/Human and Voice FX/Spoken Voice/One Shots,0.8839554670842439,0.4023969322804781,True
61306e53c3cd8138f03d8606d3c9c170fb492d4430892b5d1dfc7a336759cebe,Instruments/Guitar/Acoustic Guitar/Loops,Instruments/Guitar/Acoustic Guitar/Loops,Instruments/Guitar/Acoustic Guitar/Loops,Instruments/Guitar/Nylon Guitar/Loops,0.9999999771488478,0.47399963197472483,True
532c4d16eb5a886049d4fd220eac89f9b25572d32d18d87a37bc18ae55d13a04,Drums/Drum Loops/Full Drum Loops/Loops,Drums/Drum Loops/Loops,Drums/Drum Loops/Full Drum Loops/Loops,Drums/Drum Loops/Loops,0.8972971705568745,0.21342886925594085,True
76ae8c3484677cbb65cd21a7ee0fe1530e86fb99e297a6369ae424fbf08494d2,Drums/Drum Loops/Full Drum Loops/Loops,Instruments/Voice/Vocal Loops/Loops,Drums/Drum Loops/Full Drum Loops/Loops,Instruments/Voice/Vocal Loops/Loops,0.8202412401801584,0.23240189932871136,True
47a0e976994559196e7c6f9ec4d310a3bbac712472393f671418b1c612c70661,Instruments/Guitar/Nylon Guitar/Loops,Instruments/Plucked Strings/Koto/Loops,Instruments/Guitar/Nylon Guitar/Loops,Instruments/Guitar/Acoustic Guitar/Loops,1.0000000160544122,0.3013274377857105,True
f3f4b4af5efc2eb406cb0be8fca5ac7a6365975e449cf2a218b0862884741a7e,Instruments/Bass/Sub Bass/Loops,Instruments/Bass/Generic Bass/Loops,Instruments/Bass/Sub Bass/Loops,Instruments/Bass/Synth Bass/Loops,0.8713976207955161,0.37891946502516327,True
9b5b2525e67d88c55184f478c67398aa112ea621ea755a2d5817ba700878d87e,FX/Human and Voice FX/Altered Voice/Long FX,FX/Structural and Transitional FX/Drops and Downlifters/Generic Downlifter/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Structural and Transitional FX/Risers and Builds/Granular Riser/Long FX,0.7072230041747141,0.1672048038248889,True
427770200f835054454bd928c913d043e83d35fdb126ffba584018901e548fc1,Drums/Claps Snaps Slaps/Generic Clap/One Shots,Drums/Claps Snaps Slaps/Generic Clap/One Shots,Drums/Claps Snaps Slaps/Generic Clap/One Shots,Drums/Rims and Sticks/Drum Sticks/One Shots,0.9307998759338876,0.2733829518537375,True
41c71779a718aaa8d40f50b6f6ec2afe3ce2411bd102e473a76c4a6555add906,Instruments/Keys/Rhodes/Loops,Instruments/Keys/Electric Piano/Loops,Instruments/Keys/Rhodes/Loops,Instruments/Keys/Wurlitzer/Loops,0.9288603173940824,0.20605114996136686,True
c875eff57d576d6d99b88bfb2e489d1b78af7be091dab67269d600dd64758f83,Instruments/Synths/Synth Pad/Loops,Instruments/Synths/Synth Pad/Loops,Instruments/Synths/Synth Pad/Loops,Instruments/Keys/Rhodes/Loops,0.8764094580755012,0.15600620857533887,True
c6ccab8bbefec5c2d57be698f73abaa43e6a9ad56f40b5201f2558aaac6d0142,Instruments/Mallets and Bells/Marimba/Loops,Instruments/Plucked Strings/Koto/Loops,Instruments/Mallets and Bells/Marimba/Loops,Instruments/Plucked Strings/Koto/Loops,0.9999999823940068,0.2764188767876741,True
e2936b2f643d493e8be43b5c7e4e1a54cfa3995a42d6fb3140e704cf36917ed4,FX/Everyday Foley/Water Foley/Splash/Long FX,Instruments/Synths/Synth Pad/Loops,FX/Everyday Foley/Water Foley/Splash/Long FX,Instruments/Synths/Synth Pluck/Loops,1.000000059917058,0.4085835998347238,True
dce83dfb36e1565aad5ecfb8b41854f4579bffc43f5079519e4715eade7562bf,Instruments/Keys/Rhodes/One Shots,Instruments/Synths/Synth Pad/Loops,Instruments/Keys/Rhodes/One Shots,Instruments/Synths/Synth Pad/Loops,0.999999968667266,0.32367882696677497,True
35945d2df1ff278708d19994a4b450ac6d9624f41041b5e140deff5f7a67d76e,FX/Human and Voice FX/Altered Voice/One Shots,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/One Shots,Instruments/Voice/Vocal Loops/Loops,0.754074110411032,0.18975296079141513,True
76316963e09588389872b127917b3bb86814a7eced98be3071e2a7e934497725,Instruments/Keys/Piano/Loops,Instruments/Keys/Piano/Loops,Instruments/Keys/Piano/Loops,Instruments/Mallets and Bells/Bells and Mallets/Loops,0.9035392890935532,0.18984413560257685,True
40daa42e32114d68ee1d20ed8a2a4e3fe02e0d2108acbd8a33a7f8fdd168323e,Instruments/Guitar/Electric Guitar/Loops,Instruments/Guitar/Guitar Chords/One Shots,Instruments/Guitar/Electric Guitar/Loops,Instruments/Keys/Electric Piano/One Shots,0.9577679194566551,0.2510828926330194,True
fae0bd856a821575b47cb1469020109a46f2b642e4aba20c101903c64f25ad9f,FX/Human and Voice FX/Scream/Long FX,FX/Designed Noise FX/Siren/Long FX,FX/Human and Voice FX/Scream/Long FX,FX/Designed Noise FX/Siren/Long FX,1.0000000706613412,0.35801325745319923,True
34167b6d8e673e52e6bb6f6f6b7ab1a87bf3c5ce36cad632757bb574b490bca4,FX/Structural and Transitional FX/Risers and Builds/Generic Build/Long FX,FX/Structural and Transitional FX/Drops and Downlifters/Generic Downlifter/Long FX,FX/Structural and Transitional FX/Risers and Builds/Generic Build/Long FX,FX/Structural and Transitional FX/Risers and Builds/Granular Riser/Long FX,0.9057468845324802,0.28338909804857104,True
3ee0ae146fee51cdee78500c1f4fb094fc88fb09ae5fa35866088038e9f24d04,Drums/Claps Snaps Slaps/Generic Clap/One Shots,Drums/Claps Snaps Slaps/Generic Clap/One Shots,Drums/Claps Snaps Slaps/Generic Clap/One Shots,FX/Structural and Transitional FX/Reverses and Tails/Generic Reverse/One Shots,0.9476878774479132,0.309746116577551,True
1b8eafa69911d90168e821352f7fbba199405b4b7d7f4a52bd721630e194694e,Instruments/Mixed Musical Loops/Multi Instrument/Loops,Instruments/Strings/String Loops/Loops,Instruments/Mixed Musical Loops/Multi Instrument/Loops,Instruments/Keys/Rhodes/One Shots,0.8298617020670482,0.22606821363194562,True
e3ea5bd6bd55fc2ac1177e41daf2498056cb7d7012d5e9e78093f80ce93bc03c,Instruments/Keys/Electric Piano/One Shots,Instruments/Guitar/Guitar Chords/One Shots,Instruments/Keys/Electric Piano/One Shots,Instruments/Guitar/Electric Guitar/Loops,1.000000091740037,0.30942651265367294,True
4700e83c1628cb419bd670dee5a40706c9496588558601406321e2a59549ca93,Instruments/Bass/Electric Bass/Loops,Instruments/Bass/Generic Bass/Loops,Instruments/Bass/Electric Bass/Loops,Instruments/Bass/Generic Bass/Loops,0.8752789971255729,0.07623477737998818,True
2719bdadd77149be7054783df54d661bf0eb4cd58451e69e068b711d514b3751,Instruments/Mallets and Bells/Bells and Mallets/Loops,Instruments/Synths/Synth Pad/Loops,Instruments/Mallets and Bells/Bells and Mallets/Loops,Instruments/Synths/Synth Pad/Loops,0.7765360635253751,0.10417468168813415,True
3aca4276688b34050fed25ba1ed7da6ac7ea05cc38e6f6ac8829c44788f7d40b,FX/Structural and Transitional FX/Risers and Builds/Granular Riser/Long FX,Instruments/Synths/Synth Loops/Loops,FX/Structural and Transitional FX/Risers and Builds/Granular Riser/Long FX,Instruments/Synths/Synth Loops/Loops,0.8082201841081674,0.09463741105846024,True
8fc33cffedb832b0bdef04c725a0be70757fcf152683b52c43ca610397180856,FX/Structural and Transitional FX/Risers and Builds/Granular Riser/Long FX,FX/Structural and Transitional FX/Drops and Downlifters/Generic Downlifter/Long FX,FX/Structural and Transitional FX/Risers and Builds/Granular Riser/Long FX,FX/Structural and Transitional FX/Risers and Builds/Generic Build/Long FX,0.8082201116179988,0.2349956509560467,True
f8670575e67e39af2a1c69a18ff82becc893e259eff1ea6c9529e30ff77484d2,Instruments/Woodwinds/Saxophone/Loops,Instruments/Woodwinds/Saxophone/Loops,Instruments/Woodwinds/Saxophone/Loops,Instruments/Mixed Musical Loops/Multi Instrument/Loops,0.8774577386109401,0.28275173803960785,True
7ca5d0b15e266969282abcf21497f90a5d63a84c5c769db56f5861ca29d4606c,FX/Structural and Transitional FX/Reverses and Tails/Generic Reverse/One Shots,FX/Structural and Transitional FX/Drops and Downlifters/Generic Downlifter/Long FX,FX/Structural and Transitional FX/Reverses and Tails/Generic Reverse/One Shots,FX/Structural and Transitional FX/Drops and Downlifters/Generic Downlifter/Long FX,0.8162341688661712,0.3493086043911779,True
4a2999aad852ef11ceaf32214866f6417030d1d0aec1adac958e185b26d71aa8,Instruments/Strings Bowed/Violin/Loops,Instruments/Strings/String Loops/Loops,Instruments/Strings Bowed/Violin/Loops,Instruments/Strings/String Loops/Loops,0.9999999753058855,0.382582957811321,True
eb56e19740ea0d10da906b09ba09a76db38579309ccb80c688cb1104f70d7358,Drums/Kick Drums/Sub Kick/One Shots,Drums/Kick Drums/Generic Kick/One Shots,Drums/Kick Drums/Sub Kick/One Shots,Drums/Kick Drums/Generic Kick/One Shots,1.0000001149262543,0.4499017688281659,True
261e4af97aa02d86065ab7e9a8d651d336a88d25a702d0b0bb4ac9e95394cc15,Drums/Rims and Sticks/Rimshot/One Shots,Drums/Rims and Sticks/Sidestick/One Shots,Drums/Rims and Sticks/Rimshot/One Shots,Drums/Rims and Sticks/Sidestick/One Shots,0.8960447925365167,0.12201363697194445,True
4fd910aaa64fa75aff3ec30c1e7ec4f72417012f8fddeca5f8b4c8a58816b8c9,FX/Designed Noise FX/Siren/Long FX,FX/Designed Noise FX/Siren/Long FX,FX/Designed Noise FX/Siren/Long FX,FX/Human and Voice FX/Scream/Long FX,0.8622497955504602,0.29881948039474104,True
1624c11f1c81094c288b3ca3fd621212bb060432e752c1a1b485d0e8dcdac6f1,Instruments/Voice/Vocal Loops/Loops,FX/Human and Voice FX/Spoken Voice/One Shots,Instruments/Voice/Vocal Loops/Loops,FX/Human and Voice FX/Spoken Voice/One Shots,0.9116142913198599,0.24513299745747408,True
bc8a89cc4a46e93d3a0d10e15c3322692ff4c2097b85fb2e18f1c811ab8897fe,FX/Human and Voice FX/Altered Voice/Long FX,Instruments/Voice/Vocal Loops/Loops,FX/Human and Voice FX/Altered Voice/Long FX,Instruments/Voice/Vocal Loops/Loops,0.7895105695413946,0.21735114182705895,True
71b7ea4ea096ccf9cb00316c49e1a9639a1b0f671663e1fcc381f1e111a1f79f,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Spoken Voice/Long FX,0.81345736302941,0.2701535589689371,True
0a1d13af2b461ae2270c39134529a613e81923ebd2b509d2fbdf6f68052e699c,Instruments/Synths/Synth Lead/Loops,Instruments/Synths/Synth Lead/Loops,Instruments/Synths/Synth Lead/Loops,Instruments/Synths/Synth Pluck/Loops,0.8755245145867454,0.30193890874485696,True
821c6a8cad0fa8575081d81632b36a89664a58ded2c998f130359032b7beefd8,Instruments/Mixed Musical Loops/Multi Instrument/Loops,Instruments/Mixed Musical Loops/Multi Instrument/Loops,Instruments/Mixed Musical Loops/Multi Instrument/Loops,Drums/Drum Loops/Full Drum Loops/Loops,0.9295595443866029,0.30652518227028036,True
03208c94dcc5b0fe6a5e6e687bb55f9f36b5c29a9be5908012d463cbc23ef8c0,FX/Structural and Transitional FX/Risers and Builds/Generic Build/Long FX,Instruments/Synths/Synth Loops/Loops,FX/Structural and Transitional FX/Risers and Builds/Generic Build/Long FX,FX/Structural and Transitional FX/Drops and Downlifters/Generic Downlifter/Long FX,0.7957065978420451,0.05840878956890061,True
cc90fc71bc659a22d1dbae39bcf690ff4607b78b6b07beecdd8073d2c97ef0b5,Drums/Rims and Sticks/Drum Sticks/One Shots,Drums/Rims and Sticks/Sidestick/One Shots,Drums/Rims and Sticks/Drum Sticks/One Shots,Drums/Rims and Sticks/Rimshot/One Shots,0.9999999358784133,0.20305766543159043,True
80080b2d3e4016b916de4808b0e4621f7eae3544471070fe854c69f171e24f5d,FX/Impacts and Hits/Boom/One Shots,FX/Structural and Transitional FX/Drops and Downlifters/Generic Downlifter/Long FX,FX/Impacts and Hits/Boom/One Shots,FX/Structural and Transitional FX/Risers and Builds/Generic Build/Long FX,0.9999999290104222,0.4920372340029866,True
9cde74d13e346609f29700eebb42beabe78afa7865b876fb257ab8f2d1320167,Instruments/Synths/Synth Lead/Loops,Instruments/Synths/Synth Lead/Loops,Instruments/Synths/Synth Lead/Loops,Instruments/Synths/Synth Pluck/Loops,0.8529305851887612,0.07956689236452252,True
9b0b8b945e6857935534916a6c514bac12bfe111553cdef36e1ebdc04186fcf6,FX/Structural and Transitional FX/Risers and Builds/Long Riser/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Structural and Transitional FX/Risers and Builds/Long Riser/Long FX,FX/Structural and Transitional FX/Risers and Builds/Granular Riser/Long FX,1.0000000551350379,0.31010386236898324,True
feda5fbc24c7df2eb1d58de302a65d7fda0c36d80d700fff55b730f888bf985b,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,Instruments/Synths/Synth Pad/Loops,0.8986675394514279,0.29140853258486366,True
47075572062cf23d27ea8a6fa0ce17b179e2b2a31e528abd0d4f06e274410242,Instruments/Bass/Sub Bass/Loops,Instruments/Bass/Generic Bass/Loops,Instruments/Bass/Sub Bass/Loops,Instruments/Bass/808 Bass/Loops,0.8713976783791391,0.0914640323676097,True
